Brand,Model,Storage,Color,Price,Sale Date,Payment Method,Customer Name,Store Location
OnePlus,11R,64GB,Blue,48631.5,19-08-2024,Net Banking,Matthew Rangel,West Allison
OnePlus,11R,128GB,White,69793.42,10-08-2024,Credit Card,Melissa Myers,South Todd
Oppo,Reno6,256GB,Green,55659.49,29-11-2024,Net Banking,Angela Hansen,Saramouth
Apple,iPhone 14,128GB,Black,67210.37,17-12-2024,UPI,Robin Santiago,Tashatown
Apple,iPhone 14,64GB,Blue,31701.33,27-02-2025,Credit Card,Yolanda Gaines,Hoffmanville
Google,Pixel 8,128GB,White,13990.21,18-05-2024,Net Banking,Jessica Cox,North Jessicaland
Xiaomi,Redmi 10,128GB,Gold,53067.81,30-08-2024,Debit Card,Trevor Peterson,West Michael
Samsung,Galaxy A52,128GB,Black,36409.83,03-02-2025,Credit Card,Mr. Chad Jones,Wilkersonmouth
Apple,iPhone 14,128GB,Green,45840.17,05-03-2025,Net Banking,Katie Fernandez,North Richardmouth
Realme,Narzo 50,256GB,White,35749.98,23-01-2025,Credit Card,Amanda Rogers,Lake Debbie
Oppo,A74,64GB,Silver,43121.73,03-02-2025,Cash,Linda Moore,North Cynthiaview
Motorola,Edge 20,128GB,White,54658.29,21-06-2024,Cash,Patricia Lamb,Lake Larry
Nokia,X20,64GB,Gold,48204.97,15-06-2024,Cash,Amanda Diaz,Port Jacobland
Xiaomi,Redmi 10,128GB,Blue,19233.81,16-01-2025,UPI,Jeremy Mitchell,Stewartland
Realme,Realme 9,128GB,Green,74589.66,27-01-2025,Debit Card,Cynthia Allen,East Mikeburgh
Motorola,Edge 20,128GB,Black,75413.3,20-02-2025,UPI,Stephanie Lee,South David
Vivo,Y33s,256GB,Silver,95311.39,31-12-2024,Credit Card,Victoria Murray,South Christineshire
Vivo,Y33s,256GB,Silver,77490.82,30-07-2024,Debit Card,Kathryn Barnes,East Jessetown
Xiaomi,Redmi 10,256GB,Silver,49435.55,13-06-2024,Debit Card,Rebecca Taylor,Ericmouth
OnePlus,11R,128GB,Blue,44456.9,18-07-2024,Net Banking,John Watson,Lake Debra
Google,Pixel 6,256GB,Red,95394.12,09-04-2025,UPI,Ryan Rosales,Sanchezfort
Samsung,Galaxy A52,64GB,Green,43025.5,31-07-2024,UPI,Christopher Cole,Lake Debbie
Realme,Narzo 50,64GB,Black,76210.74,28-10-2024,Cash,Jeffrey Potts,North Sarabury
Vivo,T1,64GB,Blue,79746.8,07-07-2024,Cash,Stacey Arias,Juliechester
Google,Pixel 7,256GB,Red,28016.05,20-09-2024,Debit Card,Jonathan Young,North Noahstad
Motorola,Moto G60,256GB,Red,99753.62,13-05-2024,UPI,Alfred Galvan,South Christineshire
Oppo,F19,64GB,Green,58795.42,03-03-2025,UPI,Gabriela Thomas,South Noah
Xiaomi,Mi 11X,256GB,White,20922.62,26-04-2024,Debit Card,Ronald Horton,West Michael
OnePlus,9R,64GB,Blue,59861.93,04-06-2024,UPI,Julie Gilbert,Shieldston
Nokia,G21,256GB,Black,15917.33,29-03-2025,Cash,David Conley,East Josephville
Motorola,G31,128GB,Silver,46849.02,11-11-2024,Net Banking,Lisa Henderson,North Noahstad
Xiaomi,Mi 11X,256GB,Black,50497.7,07-02-2025,Net Banking,Eric Williams,East Donna
Xiaomi,Redmi 10,256GB,Green,26376.68,22-09-2024,Debit Card,Lisa Brown,New David
Nokia,G21,64GB,Green,23771.39,02-03-2025,Debit Card,Linda Smith,South Noah
Oppo,F19,64GB,Blue,95273.48,29-10-2024,Net Banking,Michelle Carter,Teresaburgh
Samsung,Galaxy S22,64GB,Gold,96071.65,12-04-2024,UPI,Cynthia Butler,Ramirezstad
Realme,Realme GT,256GB,Black,55231.58,26-12-2024,Debit Card,Kelly Ward,Shawhaven
Google,Pixel 6,64GB,Gold,66203.13,02-11-2024,Net Banking,Rachel Romero,North Jessicaland
Google,Pixel 6,64GB,Black,14091.56,19-04-2024,Net Banking,John Reid,Lake Nicoleview
OnePlus,11R,128GB,Green,67509.21,03-09-2024,Cash,Alan Kramer,South Dianeshire
Nokia,X20,256GB,Blue,53465.03,23-08-2024,Cash,Matthew Garcia,East Nathaniel
Motorola,Moto G60,256GB,Black,24227.24,23-11-2024,Cash,Evelyn Williams,East Jamesside
Motorola,Moto G60,128GB,Green,22930.18,10-11-2024,UPI,Marvin Greer,Lake Matthew
Oppo,A74,64GB,Silver,43348.62,02-01-2025,Net Banking,Michael Welch,Lake Chad
Oppo,Reno6,128GB,Black,34072.45,21-02-2025,Debit Card,Mike Acevedo,Jacquelineland
Samsung,Galaxy S21,128GB,Red,87774.75,26-04-2024,Cash,Andrew Gonzalez,South Patrickmouth
Xiaomi,Mi 11X,256GB,Gold,38144.34,28-04-2024,Debit Card,Eric Sanders,Stevenland
Nokia,X20,128GB,Blue,54763.32,22-02-2025,Credit Card,Dawn Mullins,West Andrewside
Nokia,X20,64GB,White,62500.97,25-06-2024,Credit Card,Scott Williams,Lisatown
Realme,Realme 9,256GB,Silver,68883.4,22-12-2024,Cash,Caleb Richardson,Teresaburgh
Nokia,G21,64GB,Red,22054.14,23-03-2025,UPI,Jeremiah Huber,Lake Matthew
Oppo,A74,128GB,Black,46052.35,21-08-2024,Net Banking,Kathleen Jimenez,Rodneyside
OnePlus,9R,256GB,Blue,16617.86,05-04-2025,Net Banking,Debra Miller,Leeville
Nokia,X20,256GB,Gold,64993.88,23-09-2024,Debit Card,Lance Short,New Kellystad
Vivo,Y33s,128GB,Green,94505.37,09-11-2024,Debit Card,Brian Murphy,Wilkersonmouth
Google,Pixel 8,128GB,Green,13622.94,04-08-2024,Credit Card,Lance Simmons,West Michael
Oppo,A74,256GB,Red,23404.66,04-01-2025,Net Banking,Jeremy Acosta,West Michael
Oppo,F19,128GB,White,45365.91,01-04-2025,Net Banking,Zachary Hill,Williamview
Realme,Realme GT,128GB,Green,84546.04,13-02-2025,Net Banking,Angela Walsh,Taylorburgh
Google,Pixel 7,128GB,Silver,11497.33,31-08-2024,UPI,Nicole Moore,North Amandahaven
Samsung,Galaxy S22,256GB,Blue,81707.93,24-04-2024,Credit Card,Lawrence Harrington,North Susan
Motorola,Edge 20,256GB,Silver,97485.12,25-04-2024,Net Banking,David Brewer,North Beth
OnePlus,11R,64GB,Green,53240.39,30-08-2024,Net Banking,Keith Jacobs,South Dianeshire
Google,Pixel 7,64GB,Silver,71265.42,31-12-2024,Credit Card,Jacob Wallace,North Beth
Samsung,Galaxy S21,64GB,Red,38232.32,11-05-2024,Debit Card,Kendra Sanders,Lake Crystalbury
OnePlus,9R,256GB,Silver,65033.03,20-12-2024,Cash,Tyler Johnson,Williamview
Apple,iPhone 15,64GB,Green,28660.75,23-06-2024,UPI,Mr. Justin Green III,Stewartland
Motorola,G31,128GB,Blue,96101.69,02-10-2024,Cash,Logan Benson,Port Richard
Oppo,F19,128GB,Gold,79479.08,19-10-2024,UPI,Chad Jones,South David
Motorola,Moto G60,64GB,Blue,60227.8,18-06-2024,Debit Card,Jill Miller,East Nathaniel
Realme,Realme GT,64GB,Gold,73448.94,01-01-2025,UPI,Victoria Contreras,East Jamesside
Oppo,F19,256GB,Blue,35901.04,12-01-2025,Net Banking,Joshua Vance,North Amandahaven
Nokia,X20,128GB,Silver,41062.12,08-03-2025,Debit Card,Michael Graves,Port Colleenhaven
Apple,iPhone 14,256GB,Black,41172.72,18-06-2024,Cash,Katie Martinez,Lake Debbie
Realme,Realme GT,128GB,White,28186.12,29-06-2024,Net Banking,Cynthia Snyder,Danielchester
Nokia,C30,128GB,White,19830.39,30-08-2024,Net Banking,Jackie Lara,East Courtneychester
OnePlus,Nord 2,256GB,Green,30310.45,12-11-2024,Debit Card,Stephen Jones,Lisatown
Samsung,Galaxy S22,128GB,Gold,52516.35,13-09-2024,Debit Card,Dr. Kelly Hammond DVM,North Judithbury
Nokia,G21,128GB,Gold,94152.89,10-05-2024,Cash,Evan Jones,East Jamesside
OnePlus,9R,128GB,Blue,68130.81,09-10-2024,Credit Card,Haley Humphrey,Lake Debbie
Google,Pixel 6,256GB,Gold,75080.59,09-02-2025,Credit Card,Laurie Saunders,East Lydiamouth
Vivo,V21,64GB,Silver,45729.51,01-06-2024,Cash,Thomas Brown,Adamsborough
Realme,Narzo 50,64GB,Blue,61116.57,30-05-2024,Credit Card,Elizabeth Martin,North John
Realme,Realme 9,256GB,Green,57188.67,10-04-2025,Debit Card,Hannah Everett,Mortonside
Motorola,Edge 20,64GB,Silver,20138.21,25-03-2025,Debit Card,Blake Gonzalez,Lake Matthew
Motorola,G31,128GB,Gold,26757.92,11-11-2024,UPI,Mario Mendez,Port Colleenhaven
Google,Pixel 8,64GB,White,64985.9,18-05-2024,Cash,Caroline David,West Elizabeth
Nokia,X20,64GB,Red,70233.03,10-06-2024,Debit Card,Marcus Winters,West Michael
Motorola,Edge 20,64GB,Black,33470.67,21-08-2024,Debit Card,Kristy Bryan,Leeville
Realme,Realme 9,128GB,Green,75059.43,23-04-2024,Credit Card,Travis Wise,Lake Nicoleview
Oppo,F19,64GB,Black,70100.75,23-07-2024,Cash,Pamela Butler,New Stephanie
Xiaomi,Mi 11X,256GB,Green,93079.54,16-12-2024,UPI,Stephen Gardner,East Mikeburgh
Samsung,Galaxy A52,128GB,Blue,65316.29,17-12-2024,Debit Card,Karen Ballard,West Michael
Motorola,Moto G60,128GB,Gold,98995.42,03-01-2025,UPI,Jesse Barker,North Micheleland
Nokia,X20,256GB,Silver,69768.5,12-06-2024,Debit Card,John Harris,Evanmouth
OnePlus,11R,256GB,Silver,80863.36,03-12-2024,Net Banking,Scott Flores,Leeville
Nokia,C30,128GB,Black,92552.02,12-03-2025,Credit Card,James Hodges,Lake Roberto
Nokia,C30,64GB,Green,58299.41,28-10-2024,Debit Card,Emma Owens,West Natashaport
Nokia,X20,64GB,Gold,28486.13,24-07-2024,Net Banking,Charles Williams,Taylorburgh
Samsung,Galaxy A52,128GB,Silver,15007.22,08-09-2024,Debit Card,Jennifer Estes,North Deniseside
Vivo,Y33s,256GB,Black,60291.75,28-03-2025,UPI,Garrett Lane,West Juan
Apple,iPhone 14,128GB,Silver,10271.39,11-08-2024,Debit Card,Christopher Ferrell,Lake Leeton
Samsung,Galaxy S21,128GB,Blue,73034.64,10-10-2024,Net Banking,Mr. Alexander Landry MD,Lake Roberto
Samsung,Galaxy S22,64GB,Blue,46798.02,14-07-2024,Debit Card,Harry Williams,Hoffmanville
Vivo,Y33s,128GB,Red,88265.83,21-10-2024,Cash,Sarah Chambers,Samuelhaven
Samsung,Galaxy A52,256GB,Silver,58537.02,31-07-2024,UPI,Sarah Jordan,Port Jesseville
Xiaomi,Redmi 10,128GB,Green,21461.24,20-03-2025,Debit Card,Jacob Powell,North Judithbury
Apple,iPhone 14,128GB,Gold,74718.46,29-04-2024,Cash,Kelly Lee,Port Richard
Vivo,V21,64GB,Red,41154.38,12-11-2024,UPI,James Cole,Jasonfort
Samsung,Galaxy S21,256GB,Red,65343.09,11-11-2024,Credit Card,William Becker,East Courtneychester
OnePlus,Nord 2,64GB,Green,13021.86,28-05-2024,Net Banking,Brent Brooks,North Amandahaven
Apple,iPhone 13,256GB,Black,46203.88,21-08-2024,Debit Card,Holly Thomas,East Nicholasfurt
OnePlus,Nord 2,64GB,Green,99413.51,01-12-2024,Debit Card,Kathryn Williams,Lake Matthew
Google,Pixel 7,256GB,Green,79528.44,04-06-2024,UPI,Regina Stone,East Courtneychester
Realme,Narzo 50,256GB,Green,29893.85,08-06-2024,UPI,Kaylee Murphy,South Aaron
Apple,iPhone 15,256GB,Gold,92041.99,06-12-2024,Cash,James Jensen,Rodneyside
Motorola,Moto G60,128GB,Gold,70420.83,05-03-2025,Net Banking,George Clayton,New Mariotown
Vivo,Y33s,64GB,Blue,43881.42,04-11-2024,Net Banking,Justin Wells Jr.,North Richardmouth
OnePlus,Nord 2,128GB,Silver,73681.91,18-08-2024,Cash,Veronica Silva,Lake Roberto
Nokia,X20,128GB,Green,57699.26,15-02-2025,Cash,Shelby Soto,South Patrickmouth
Realme,Narzo 50,128GB,Gold,17116.34,29-11-2024,Cash,Walter Patton,Lake Larry
Samsung,Galaxy A52,256GB,Silver,27143.35,07-02-2025,UPI,Crystal Williams,Samuelhaven
Google,Pixel 8,64GB,Silver,16550.59,15-10-2024,Net Banking,Mark Harvey,West Juan
Nokia,G21,128GB,White,88252.65,04-03-2025,UPI,Roberto Allen,East Nathaniel
Apple,iPhone 13,64GB,Gold,20558.46,20-11-2024,Cash,Ashley Smith,South Patrickmouth
Google,Pixel 8,64GB,Red,92361.38,11-08-2024,Net Banking,Jason Harris,West Natashaport
Realme,Realme 9,128GB,Green,68384.92,23-10-2024,UPI,Tami Salas,Lake Nicoleview
Oppo,F19,128GB,Red,18874.74,22-01-2025,Cash,Michele Stone,Evanmouth
Oppo,Reno6,128GB,Blue,47253.72,15-11-2024,Net Banking,Matthew Fox,Coxberg
Xiaomi,Redmi Note 11,128GB,Green,94128.24,11-08-2024,Net Banking,Julia Patel,West Juan
Vivo,Y33s,64GB,White,39687.88,10-11-2024,Cash,Raymond Le,Mooreport
OnePlus,9R,256GB,Gold,94911.81,17-12-2024,UPI,Deborah Washington,Tashatown
Motorola,G31,256GB,Gold,54153.6,16-07-2024,Debit Card,Edwin David,Lake Matthew
Oppo,Reno6,64GB,Gold,59189.17,05-08-2024,Debit Card,Michele Vaughn,East Nicholasfurt
Apple,iPhone 15,64GB,Silver,86202.76,18-10-2024,Credit Card,Gregory Peck,Evanmouth
Apple,iPhone 14,64GB,Silver,66763.15,14-02-2025,Credit Card,Donna Berry,Lake Lisaport
Xiaomi,Redmi Note 11,64GB,Green,51040.87,08-11-2024,Credit Card,William Cardenas,New Brooke
Google,Pixel 7,256GB,Red,11415.86,06-02-2025,Net Banking,Donna Roberts,Saramouth
Vivo,V21,64GB,Green,74997.34,14-01-2025,Net Banking,Thomas Douglas,Teresaburgh
Apple,iPhone 15,256GB,Gold,48751.59,27-01-2025,Debit Card,Dale Ryan,Lake Chad
Samsung,Galaxy A52,64GB,White,27273.89,09-04-2025,Net Banking,Denise Rodriguez,Tashatown
Oppo,A74,128GB,Black,43574.64,24-01-2025,Cash,Dana Santiago,Gomezchester
Google,Pixel 6,256GB,White,36997.72,04-11-2024,Credit Card,David Garcia,Lake Debbie
Apple,iPhone 13,128GB,Red,43945.26,18-08-2024,Cash,Ashlee Townsend,Lake Roberto
Apple,iPhone 15,64GB,Black,54987.26,14-04-2024,Cash,Vanessa Moore,Johnfurt
Oppo,F19,64GB,Green,92723.7,21-12-2024,Debit Card,Sherry Woods,Juliechester
Google,Pixel 7,128GB,Black,93174.33,28-06-2024,UPI,Donna Mitchell,East Nicholasfurt
Google,Pixel 8,64GB,White,93588.97,04-05-2024,UPI,Ann Andrews,New Roberttown
OnePlus,11R,64GB,Silver,83862.17,05-11-2024,Cash,Sarah Johnson,North Noahstad
Realme,Narzo 50,256GB,White,61002.63,04-04-2025,Cash,Stephen Thompson,North Amandahaven
Nokia,X20,128GB,Silver,76577.07,04-04-2025,Credit Card,Russell French,Mortonside
Oppo,Reno6,64GB,Red,30892.96,23-06-2024,Credit Card,Tonya Howe,North Jessicaland
Google,Pixel 8,256GB,Red,97202.85,18-03-2025,UPI,Edwin Morrison,East Jessetown
Realme,Realme 9,128GB,White,42023.01,07-04-2025,Cash,Mrs. Virginia Daniels,New David
Xiaomi,Redmi 10,256GB,Gold,44206.54,20-10-2024,Net Banking,Brandi Gordon,Port Colleenhaven
OnePlus,11R,64GB,Black,34117.48,26-07-2024,Cash,Brian Martin,East Josephville
Xiaomi,Redmi 10,128GB,Blue,42463.02,07-10-2024,Credit Card,Michelle Smith,North Judithbury
Realme,Realme 9,128GB,Silver,34278.98,20-08-2024,Debit Card,Laura Todd,Herrerafurt
Xiaomi,Mi 11X,128GB,Green,59926.6,19-06-2024,Cash,Margaret Sullivan,Lake Chad
Apple,iPhone 13,128GB,Green,18375.78,25-09-2024,Net Banking,Angie Caldwell,West Natashaport
Vivo,V21,128GB,Red,44901.96,22-06-2024,Credit Card,Mrs. Taylor Smith,West Juan
Nokia,G21,256GB,Green,25262.46,07-09-2024,Cash,Paul Finley,Lake Mark
Xiaomi,Mi 11X,128GB,Blue,54381.15,07-08-2024,Credit Card,Laura Green,Lake Mark
Vivo,Y33s,128GB,Blue,53580.82,29-08-2024,Credit Card,Amy Wilson,Brandtside
Realme,Narzo 50,256GB,Gold,54622.22,09-08-2024,Net Banking,Michael Leblanc,Wilkersonmouth
Motorola,Moto G60,64GB,Blue,10609.06,22-03-2025,Cash,Emily Wilson,North John
Google,Pixel 7,128GB,Red,40126.26,02-04-2025,Net Banking,Holly Walker,West Michael
Realme,Realme 9,256GB,Gold,28076.63,02-06-2024,UPI,Jesse Zhang,East Lydiamouth
Vivo,Y33s,128GB,Gold,72546.2,04-09-2024,Cash,Joshua Ruiz,North Beth
OnePlus,9R,128GB,Blue,83484.51,06-11-2024,Cash,Samantha Gill,Brandtside
Samsung,Galaxy A52,64GB,Green,99753.84,01-01-2025,Debit Card,Shelley Miller,Davidstad
Nokia,G21,256GB,Red,94867.74,02-10-2024,Debit Card,Heidi Stark,Sanchezfort
Realme,Realme GT,64GB,Silver,86300.91,25-05-2024,Cash,Joshua Wagner,North Amandahaven
Motorola,Moto G60,256GB,Blue,31781.91,20-11-2024,Debit Card,Carmen Bond,East Josephville
Vivo,Y33s,64GB,Red,99163.06,30-09-2024,Cash,Daniel Aguilar,Lake Leeton
Vivo,T1,256GB,Silver,72253.8,17-05-2024,Net Banking,Jill Brown,Lake Debra
Oppo,F19,256GB,Green,67436.23,02-06-2024,Credit Card,Joyce Brown,Lake Chad
OnePlus,11R,256GB,Blue,24970.46,08-10-2024,Net Banking,Elizabeth Johnson,Robinsonshire
Google,Pixel 8,256GB,Gold,45965.6,19-07-2024,UPI,Nichole Lane,New David
Samsung,Galaxy S21,64GB,Blue,29980.1,29-04-2024,Net Banking,Michael Weaver,Rodneyside
Google,Pixel 8,256GB,White,50120.07,05-05-2024,Cash,Andrea Peck,Shieldston
Google,Pixel 8,256GB,White,41047.06,24-04-2024,Credit Card,Christopher Taylor,East Jamesside
Samsung,Galaxy S22,128GB,Black,20446.24,17-12-2024,Debit Card,Maria Fisher,East Donna
Realme,Realme 9,128GB,Silver,28618.06,24-03-2025,Cash,Sergio Knox,East Donna
Motorola,Moto G60,128GB,Gold,72708.69,04-09-2024,UPI,Victor Baxter,Ericmouth
Realme,Narzo 50,256GB,Black,12032.66,02-06-2024,UPI,Hannah White,Johnfurt
Samsung,Galaxy A52,64GB,Gold,31952.17,06-11-2024,Debit Card,Cameron Irwin,Saramouth
Xiaomi,Mi 11X,256GB,Red,96261.64,02-03-2025,Debit Card,Alexander Evans,New Jeffrey
Xiaomi,Redmi Note 11,256GB,Gold,48892.1,29-12-2024,Credit Card,Jessica Gray,Williamview
Google,Pixel 6,128GB,Green,48659.76,10-07-2024,Credit Card,Gregory Hill,Lake Lisaport
OnePlus,Nord 2,128GB,Silver,73338.38,11-04-2025,Credit Card,Pamela Johnson,North Beth
Samsung,Galaxy A52,64GB,Blue,39338.64,24-12-2024,Cash,Ralph Stephenson,Port Keith
Realme,Realme GT,128GB,Green,96932.48,18-04-2024,UPI,Austin Wheeler,North Susan
Vivo,T1,128GB,Green,20280.89,02-10-2024,UPI,Michele Williams,Gomezchester
Google,Pixel 6,256GB,Gold,82055.2,24-01-2025,Net Banking,Jeffrey Fernandez,Shawhaven
Samsung,Galaxy A52,64GB,Blue,20607.55,29-01-2025,UPI,Amy Gordon,Port Keith
Xiaomi,Mi 11X,256GB,White,55974.24,02-08-2024,Cash,Thomas Johnston,North Susan
Xiaomi,Redmi 10,128GB,Red,26717.83,22-11-2024,Net Banking,Megan Flores,East Mikeburgh
Xiaomi,Redmi 10,64GB,Red,35995.13,07-08-2024,Debit Card,Victoria Boyd,New Mariotown
Motorola,G31,64GB,Silver,42313.53,19-09-2024,Credit Card,Antonio Fry,Taylorburgh
Xiaomi,Redmi Note 11,128GB,Green,55489.42,19-03-2025,Cash,Casey Shelton,Lake Crystalbury
Motorola,Edge 20,256GB,Silver,49946.66,13-11-2024,Debit Card,William David DDS,Cassandraton
Google,Pixel 6,64GB,Blue,12942.56,11-02-2025,Debit Card,Melissa Russell,Port Richard
Realme,Narzo 50,128GB,Green,76826.64,06-08-2024,Cash,Paul Wells,Saramouth
Nokia,G21,256GB,Black,34110,07-03-2025,Net Banking,Scott Thomas,Brandtside
Nokia,G21,256GB,Red,59171.79,08-10-2024,Cash,Kristina Faulkner,Lake Chad
OnePlus,9R,64GB,Red,33653.37,14-11-2024,Credit Card,Jasmine Scott,Sanchezfort
Samsung,Galaxy S21,64GB,Silver,76385.17,18-08-2024,UPI,Tammy Boone,Lake Lisaport
Google,Pixel 8,128GB,White,65453.61,17-05-2024,Debit Card,Sandra Williams,West Donald
Apple,iPhone 15,128GB,Green,35297.65,05-09-2024,Net Banking,Lindsey Russo,Lake Mark
Oppo,F19,128GB,Blue,61546.2,24-06-2024,Net Banking,Laurie Powers,North Amandahaven
Samsung,Galaxy S21,128GB,Black,99323.76,05-07-2024,Debit Card,Sean Cook,Bassport
Xiaomi,Redmi Note 11,64GB,Gold,38988.7,31-03-2025,Debit Card,Timothy Hayden,Evanmouth
Vivo,Y33s,64GB,Green,66916.18,27-05-2024,Cash,Nicole Rocha,Samuelhaven
Motorola,Moto G60,256GB,Silver,89211.26,07-01-2025,Credit Card,Christine Herman,New Jeffrey
Nokia,C30,128GB,Gold,94270.25,12-11-2024,UPI,Douglas Owens,Gomezchester
Motorola,Edge 20,256GB,Black,88201.7,19-12-2024,Credit Card,Dennis Hunt,Lake Matthew
Motorola,G31,256GB,Gold,42240.05,22-10-2024,Credit Card,Robert Bowen,Port Richard
Vivo,V21,128GB,Silver,29066.63,01-02-2025,UPI,Suzanne Wood,West Natashaport
Realme,Realme 9,256GB,Green,21753.48,19-09-2024,Cash,Sean Figueroa,North Jessicaland
Apple,iPhone 13,64GB,Gold,80550.08,18-04-2024,Cash,Timothy Riley,New Roberttown
Samsung,Galaxy S21,128GB,Red,10060.83,21-09-2024,Cash,Craig Hall,Wilkersonmouth
Xiaomi,Redmi 10,128GB,White,88698.1,19-11-2024,UPI,Kathryn Pena,Herrerafurt
Oppo,A74,64GB,Blue,69805.79,02-01-2025,Debit Card,Phillip Burns,Lisatown
Vivo,T1,128GB,Gold,72949.72,18-01-2025,Debit Card,Katherine Jackson,West Elizabeth
Samsung,Galaxy A52,64GB,Black,29207.91,14-02-2025,Credit Card,Charles Payne,Ramirezstad
Google,Pixel 6,256GB,Gold,50056.02,22-06-2024,Credit Card,Kimberly May,Bassport
Oppo,Reno6,128GB,Gold,21895.76,04-05-2024,Credit Card,Sara Jones,Daviston
Vivo,V21,256GB,Silver,19218.45,23-02-2025,UPI,Pamela Gutierrez,Lake Larry
Realme,Narzo 50,128GB,Silver,83203.11,05-03-2025,Debit Card,Andrea Hernandez,Johnfurt
Xiaomi,Redmi Note 11,256GB,Green,10762.73,05-07-2024,Debit Card,Jacqueline Williamson,Sanchezfort
Oppo,F19,64GB,Gold,77344.2,26-12-2024,Cash,Susan Hopkins,South David
Motorola,Moto G60,64GB,Black,22601.18,18-04-2024,Credit Card,Juan Smith,Shawhaven
Vivo,Y33s,128GB,Blue,81196.9,03-11-2024,Debit Card,Kimberly Mitchell,South Aaron
Samsung,Galaxy S21,256GB,Green,64000.71,24-10-2024,Net Banking,Megan Drake,Teresaburgh
Apple,iPhone 15,128GB,White,56597.42,31-03-2025,Net Banking,Thomas Warren,Jasonfort
Vivo,Y33s,256GB,Black,80542.14,14-07-2024,Debit Card,Joseph Ochoa,Stevenland
Vivo,V21,64GB,Red,67427.41,24-07-2024,Credit Card,Angela Chung,South Todd
Apple,iPhone 14,128GB,White,44815.44,07-10-2024,Net Banking,Wanda Perez,North Micheleland
Oppo,F19,256GB,White,78645.33,02-01-2025,Credit Card,Angela Frey,New Roberttown
Google,Pixel 6,64GB,Blue,29416.86,20-12-2024,Credit Card,Anna Gray,West Andrewside
Nokia,X20,256GB,Gold,55094.41,12-11-2024,Cash,Mark Warner,West Elizabeth
Vivo,V21,256GB,Green,58388.98,14-05-2024,Debit Card,Mr. Richard Knight PhD,South Aaron
Samsung,Galaxy S22,64GB,Green,92883.24,19-05-2024,Debit Card,Tamara Hall,Port Richard
Oppo,A74,256GB,Gold,78690.17,28-03-2025,Credit Card,Stacy Alvarez,New Stephanie
Vivo,T1,64GB,Black,32003.18,30-04-2024,Cash,Melinda Ramirez,Port Keith
Motorola,G31,256GB,Black,37836.11,08-11-2024,Debit Card,Amanda Mcfarland,Port Jesseville
Apple,iPhone 15,64GB,Gold,11021.55,12-08-2024,Cash,Daniel Thomas,East Donna
Nokia,C30,256GB,Blue,25026.67,24-02-2025,Debit Card,Jennifer Jones,North Cynthiaview
Realme,Realme GT,64GB,Silver,90990.77,14-06-2024,UPI,Lacey Atkinson,West Elizabeth
Realme,Realme GT,64GB,Blue,74109.09,30-12-2024,Net Banking,Evelyn Campos,South Dianeshire
Samsung,Galaxy S22,128GB,Green,42411.15,05-06-2024,Cash,Melissa Miller,Mooreport
Xiaomi,Mi 11X,64GB,Blue,79599.61,26-01-2025,Net Banking,Amy Kim,North Amandahaven
Samsung,Galaxy S21,256GB,Green,10231.17,03-03-2025,Credit Card,Larry Austin,South Patrickmouth
Apple,iPhone 14,128GB,Red,92820.39,29-11-2024,Debit Card,Raymond Johnson,Lake Debra
Nokia,C30,256GB,Gold,47743.24,27-07-2024,UPI,Joanne Perez,South Patrickmouth
Vivo,T1,128GB,Blue,84339.73,12-11-2024,Net Banking,Jessica Frazier,Lake Larry
Samsung,Galaxy A52,256GB,Black,26140.99,24-12-2024,Net Banking,Raymond Phillips,Robinsonshire
Vivo,V21,128GB,Silver,35407.62,16-07-2024,UPI,Angela Moore,West Natashaport
Samsung,Galaxy A52,128GB,Black,43202.74,13-01-2025,UPI,Brittany Price,Mooreport
Realme,Realme GT,256GB,White,51753.4,30-08-2024,Net Banking,Aaron Parker,Stevenland
OnePlus,11R,256GB,Silver,81637.62,29-08-2024,Debit Card,Ashley Miller,North Judithbury
Vivo,V21,64GB,Green,41178.13,26-09-2024,Credit Card,Justin Russell,North John
Apple,iPhone 15,128GB,Silver,76427.44,22-04-2024,UPI,Julian Carlson,Lake Chad
OnePlus,11R,64GB,Red,54282.6,10-02-2025,Credit Card,James Carter,Jacquelineland
Realme,Narzo 50,64GB,White,90755.87,09-09-2024,Net Banking,Misty Hansen,Lake Crystalbury
Oppo,A74,256GB,Black,62269.36,15-07-2024,Net Banking,Carolyn James,West Michael
Vivo,V21,256GB,Green,15605.46,04-06-2024,Debit Card,Derrick Thomas,East Courtneychester
Realme,Realme 9,128GB,Silver,45365.74,15-06-2024,UPI,Jason Washington,New Mariotown
Motorola,Edge 20,64GB,Black,94919.92,11-05-2024,Debit Card,Tony Le,Lake Rebeccaside
